ParserFlags	Ch	Counter	T/R	Time	Flags	CAN ID	Len	Data	
1	0	29	TX	22458972		0x000007bb	8	0x22 4f 4e 33 2b 02 13 10 	
1	0	30	TX	22458985		0x000007bb	8	0x23 10 00 00 5c 52 b4 ff 	
1	0	10	TX	22458986		0x0000079b	8	0x02 10 81 00 00 00 00 00 	
1	0	31	TX	22459007		0x000007bb	8	0x02 50 81 ff ff ff ff ff 	
1	0	1	TX	22459007		0x0000070e	8	0x02 10 c0 00 00 00 00 00 	
1	0	1	TX	22459091		0x0000070f	8	0x02 50 c0 ff ff ff ff ff 	
1	0	2	TX	22459103		0x0000070e	8	0x02 21 83 00 00 00 00 00 	
1	0	2	TX	22459139		0x0000070f	8	0x10 1a 61 83 33 4e 41 30 	
1	0	3	TX	22459139		0x0000070e	8	0x30 00 00 00 00 00 00 00 	
1	0	3	TX	22459168		0x0000070f	8	0x21 41 00 41 06 04 01 00 	
1	0	4	TX	22459206		0x0000070f	8	0x22 03 00 02 16 77 66 76 	
1	0	5	TX	22459233		0x0000070f	8	0x23 00 00 00 00 00 80 ff 	
1	0	4	TX	22459234		0x0000070e	8	0x02 21 ff 00 00 00 00 00 	
1	0	6	TX	22459286		0x0000070f	8	0x10 1a 61 ff 00 00 00 00 	
1	0	5	TX	22459286		0x0000070e	8	0x30 00 00 00 00 00 00 00 	
1	0	7	TX	22459345		0x0000070f	8	0x21 00 f0 00 00 00 00 f0 	
1	0	8	TX	22459376		0x0000070f	8	0x22 00 00 00 00 00 10 08 	
1	0	9	TX	22459409		0x0000070f	8	0x23 24 15 00 5c 57 b8 ff 	
1	0	6	TX	22459409		0x0000070e	8	0x02 10 81 00 00 00 00 00 	
1	0	10	TX	22459484		0x0000070f	8	0x02 50 81 ff ff ff ff ff 	
1	0	22	TX	22459484		0x00000797	8	0x02 10 c0 00 00 00 00 00 	
1	0	30	TX	22459491		0x0000079a	8	0x02 50 c0 00 00 00 00 00 	
1	0	23	TX	22459494		0x00000797	8	0x10 09 31 06 00 93 9a d3 	
1	0	31	TX	22459495		0x0000079a	8	0x30 01 05 00 00 00 00 00 	
1	0	24	TX	22459496		0x00000797	8	0x21 f9 7e 93 00 00 00 00 	
1	0	32	TX	22459508		0x0000079a	8	0x03 71 06 01 00 00 00 00 	
1	0	25	TX	22459509		0x00000797	8	0x03 31 06 01 00 00 00 00 	
1	0	33	TX	22459523		0x0000079a	8	0x03 71 06 02 00 00 00 00 	
